authFullName_s,authIdHal_i,authIdHal_s,title_s,halId_s,producedDateY_i,doiId_s,keyword_s,abstract_s,uri_s,domain_s
"['Laurent Jourdren', 'Stéphane Le Crom']","[185045, 13760]","['laurent-jourdren', 'stephane-le-crom']",Doelan: a solution for quality control monitoring of microarray production,hal-02879358,2005,10.1093/bioinformatics/bti686,,"['Doelan is an automated tool designed to monitor the quality of DNA microarray production. The software executes a series of quality control tests on hybridizations to validate batches of chips. The reports generated by Doelan should help microarray platforms aiming at quality labels, such as ISO 9001 certification. The Doelan application is written in Java and works with a plug-in system that allows everyone to add custom validation tests.']",https://hal.sorbonne-universite.fr/hal-02879358,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Y. Chang', 'P. Ostling', 'M. Akerfelt', 'D. Trouillet', 'M. Rallu', 'Y. Gitton', 'El Fatimy R', 'V. Fardeau', 'Stéphane Le Crom', 'M. Morange', 'L. Sistonen', 'V. Mezger']","[178245, 13760]","['yorick-gitton', 'stephane-le-crom']",Role of heat-shock factor 2 in cerebral cortex formation and as a regulator of p35 expression.,hal-00091305,2006,,,,https://hal.science/hal-00091305,['0.sdv']
"['Nika Abdollahi', 'Alexandre Albani', 'Eric Anthony', 'Agnes Baud', 'Mélissa Cardon', 'Robert Clerc', 'Dariusz Czernecki', 'Romain Conte', 'Laurent David', 'Agathe Delaune', 'Samia Djerroud', 'Pauline Fourgoux', 'Nadège Guiglielmoni', 'Jeanne Laurentie', 'Nathalie Lehmann', 'Camille Lochard', 'Rémi Montagne', 'Vasiliki Myrodia', 'Vaitea Opuu', 'Elise Parey', 'Lélia Polit', 'Sylvain Privé', 'Chloé Quignot', 'Maria Ruiz-Cuevas', 'Mariam Sissoko', 'Nicolas Sompairac', 'Audrey Vallerix', 'Violaine Verrecchia', 'Marc Delarue', 'Raphaël Guérois', 'Yann Ponty', 'Sophie Sacquin-Mora', 'Alessandra Carbone', 'Christine Froidevaux', 'Stéphane Le Crom', 'Olivier Lespinet', 'Martin Weigt', 'Samer Abboud', 'Juliana Bernardes', 'Guillaume Bouvier', 'Chloé Dequeker', 'Arnaud Ferré', 'Patrick Fuchs', 'Gaëlle Lelandais', 'Pierre Poulain', 'Hugues Richard', 'Hugo Schweke', 'Elodie Laine', 'Anne Lopes']","[1029016, 786316, 1369389, 1186981, 1293908, 744708, 786317, 756782, 3138, 12189, 926099, 15597, 13760, 976468, 965731, 743018, 1021929, 751922, 843129, 879919, 5812, 975123, 1029017]","['jeanne-laurentie', 'elise-parey', 'yann-ponty', 'sophie-sacquin-mora', 'alessandra-carbone', 'christine-froidevaux', 'stephane-le-crom', 'martin-weigt', 'guillaume-bouvier', 'arferre', 'pierre-poulain']",Meet-U: educating through research immersion,hal-01722019,2018,10.1371/journal.pcbi.1005992,"['Computational biology', 'Bioinformatics', 'Protein structure prediction', 'Cloud computing', 'Protein structure']","['We present a new educational initiative, called Meet-U, that aims at training students to collaborativework in computational biology and at bridging the gap between education and research.Meet-U mimics the set up of collaborative research projects and takes advantage of the most populartools for collaborative work and of cloud computing. Students are grouped in teams of 4-5 peopleand have to realize a project from A to Z that answers a challenging question in Biology.Meet-U promotes ""coopetition"", as the students collaborate within and across the teams and are also incompetition with each other to develop the best final product.Meet-U fosters interactions between different actors of education and research through the organization of a meeting day, open to everyone, where the students present their work to a jury of researchers and jury members give researchseminars. This very unique combination of education and research is strongly motivating for thestudents and provides a formidable opportunity for a scientific community to unite and increase itsvisibility. We report on our experience with Meet-U in two French universities with master studentsin bioinformatics and modeling, with protein-protein docking as the subject of the course.Meet-U is easy to implement, virtually costs nothing and can be straightforwardly transferred to other fieldsand/or universities. All the information and data are available at http://www.meet-u.org.']",https://inria.hal.science/hal-01722019,"['0.info', '1.info.info-bi']"
"['Stéphane Le Crom', 'Frédéric Devaux', 'Claude Jacq', 'Philippe Marc']","[13760, 918862, 757329]","['stephane-le-crom', 'frederic-devaux']",yMGV: helping biologists with yeast microarray data mining.,hal-02879364,2002,10.1093/nar/30.1.76,,['yMGV (yeast Microarray Global Viewer) was designed to provide biologists with meaningful information from genome-wide yeast expression data. The database includes most of the available expression data published on yeast microarrays over the last 4 years. It provides customizable tools for the rapid visualization of expression profiles associated with a set of genes from all published experiments. It also allows users to compare the results from different publications so that they can identify genes with common expression profiles. We used yMGV to perform global analyses to find a gene expression profile specific for given biological conditions and to locate functional gene clusters on chromosomes. Other organisms will be added to this database. yMGV is accessible on the web at http://transcriptome.ens.fr/ymgv.'],https://hal.sorbonne-universite.fr/hal-02879364,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Gaëlle Lelandais', 'Stéphane Le Crom', 'Frédéric Devaux', 'Stéphane Vialette', 'George M. Church', 'Claude Jacq', 'Philippe Marc']","[879919, 13760, 918862, 3062, 757329]","['stephane-le-crom', 'frederic-devaux', 'stephane-vialette']",yMGV: a cross-species expression data mining tool,hal-00619620,2004,,,,https://hal.science/hal-00619620,"['0.info', '1.info.info-ds']"
"['Delphine Dardalhon-Cumenal', 'Camille A Dupont', 'Valérie Ribeiro', 'Neel B Randsholt', 'Frédérique Peronnet', 'Juliette Pouch', 'Stéphane Le Crom', 'Vincent Debat']","[1125735, 1393595, 738076]","['juliette-hamroune', 'vincent-debat']","Cyclin G, Developmental Stability and Transcriptional Control",hal-03564706,2014,,,,https://hal.science/hal-03564706,['0.sdv']
"['Alexander Lichius', 'Frédérique Bidard', 'Franziska Buchholz', 'Stéphane Le Crom', 'Joel Martin', 'Wendy Schackwitz', 'Tina Austerlitz', 'Igor V Grigoriev', 'Scott E Baker', 'Antoine Margeot', 'Bernhard Seiboth', 'Christian P Kubicek']","[13760, 1345702, 966208]",['stephane-le-crom'],Genome sequencing of the Trichoderma reesei QM9136 mutant identifies a truncation of the transcriptional regulator XYR1 as the cause for its cellulase-negative phenotype,hal-01149671,2015,10.1186/s12864-015-1526-0,"['Transcription factor shuttling', 'XYR1', 'Classical mutant', 'Comparative genomics', 'Cellulases', 'Indel', 'SNP', 'Single nucleotide polymorphism', 'Trichoderma reesei', 'QM9136']","['Background : Trichoderma reesei is the main industrial source of cellulases and hemicellulases required for the hydrolysis of biomass to simple sugars, which can then be used in the production of biofuels and biorefineries. The highly productive strains in use today were generated by classical mutagenesis. As byproducts of this procedure, mutants were generated that turned out to be unable to produce cellulases. In order to identify the mutations responsible for this inability, we sequenced the genome of one of these strains, QM9136, and compared it to that of its progenitor T. reesei QM6a. Results : In QM9136, we detected a surprisingly low number of mutagenic events in the promoter and coding regions of genes, i.e. only eight indels and six single nucleotide variants. One of these indels led to a frame-shift in the Zn2Cys6 transcription factor XYR1, the general regulator of cellulase and xylanase expression, and resulted in its C-terminal truncation by 140 amino acids. Retransformation of strain QM9136 with the wild-type xyr1 allele fully recovered the ability to produce cellulases, and is thus the reason for the cellulase-negative phenotype. Introduction of an engineered xyr1 allele containing the truncating point mutation into the moderate producer T. reesei QM9414 rendered this strain also cellulase-negative. The correspondingly truncated XYR1 protein was still able to enter the nucleus, but failed to be expressed over the basal constitutive level. Conclusion : The missing 140 C-terminal amino acids of XYR1 are therefore responsible for its previously observed auto-regulation which is essential for cellulases to be expressed. Our data present a working example of the use of genome sequencing leading to a functional explanation of the QM9136 cellulase-negative phenotype.']",https://hal.sorbonne-universite.fr/hal-01149671,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp']"
"['V. Fardeau', 'G. Lelandais', 'A. Oldfield', 'H. Salin', 'S. Lemoine', 'M. Garcia', 'V. Tanty', 'Stéphane Le Crom', 'C. Jacq', 'F. Devaux']","[739059, 908599, 13760, 749632]","['andrew-oldfield', 'lemoine-sophie', 'stephane-le-crom', 'fabrice-devaux']",The central role of PDR1 in the foundation of yeast drug resistance.,hal-00173044,2007,,,,https://hal.science/hal-00173044,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.bm']"
"['Aurélien Bataille', 'Pierre Galichon', 'Nadjim Chelghoum', 'Badreddine Mohand Oumoussa', 'Marie-Julia Ziliotis', 'Iman Sadia', 'Sophie Vandermeersch', 'Noémie Simon-Tillaux', 'David Legouis', 'Raphaël Cohen', 'Yi-Chun Xu-Dubois', 'Morgane Commereuc', 'Eric Rondeau', 'Stéphane Le Crom', 'Alexandre Hertig']","[919075, 183910, 1327675, 773912, 835505, 13760, 974955]","['badreddine-mohand-oumoussa', 'noemie-simon-tillaux', 'stephane-le-crom']",Increased Fatty Acid Oxidation in Differentiated Proximal Tubular Cells Surviving a Reversible Episode of Acute Kidney Injury,hal-02565135,2018,10.1159/000490819,"['Chronic Kidney Disease', 'Fatty Acid Oxidation', 'Acute Kidney Injury', 'Epithelium', 'Fibrosis']","['Background/aims: Fatty acid oxidation (FAO), the main source of energy produced by tubular epithelial cells in the kidney, was found to be defective in tubulo-interstitial samples dissected out in kidney biopsies from patients with chronic kidney disease (CKD). Experimental data indicated that this decrease was a strong determinant of renal fibrogenesis, hence a focus for therapeutic interventions. Nevertheless, whether persistently differentiated renal tubules, surviving in a pro-fibrotic environment, also suffer from a decrease in FAO, is currently unknown. Methods: To address this question, we isolated proximal tubules captured ex vivo on the basis of the expression of an intact brush border antigen (Prominin-1) in C57BL6/J mice subjected to a controlled, two-hit model of renal fibrosis (reversible ischemic acute kidney injury (AKI) or sham surgery, followed by angiotensin 2 administration). A transcriptomic high throughput sequencing was performed on total mRNA from these cells, and on whole kidneys. Results: In contrast to mice subjected to sham surgery, mice with a history of AKI displayed histologically more renal fibrosis when exposed to angiotensin 2. High throughput RNA sequencing, principal component analysis and clustering showed marked consistency within experimental groups. As expected, FAO transcripts were decreased in whole fibrotic kidneys. Surprisingly, however, up- rather than down-regulation of metabolic pathways (oxidative phosphorylation, fatty acid metabolism, glycolysis, and PPAR signalling pathway) was a hallmark of the differentiated tubules captured from fibrotic kidneys. Immunofluorescence co-staining analysis confirmed that the expression of FAO enzymes was dependent of tubular trophicity. Conclusions: These data suggest that in differentiated proximal tubules energetic hyperactivity is promoted concurrently with organ fibrogenesis.']",https://hal.sorbonne-universite.fr/hal-02565135,"['0.sdv', '0.sdv', '1.sdv.mhep']"
"['Sylvia Ginés', 'Joëlle Hillion', 'Maria Torvinen', 'Stéphane Le Crom', 'Vincent Casadó', 'Enric I. Canela', 'Sofia Rondin', 'Jow Y. Lew', 'Stanley Watson', 'Michele Zoli', 'Luigi Francesco Agnati', 'Philippe Vernier', 'Carmen Lluis', 'Sergi Ferré', 'Kjell Fuxe', 'Rafael Franco']","[13760, 748114]","['stephane-le-crom', 'philippe-vernier']",Dopamine D1 and adenosine A1 receptors form functionally interacting heteromeric complexes.,hal-00122183,2000,10.1073/pnas.150241097,,"['The possible molecular basis for the previously described antagonistic interactions between adenosine A(1) receptors (A(1)R) and dopamine D(1) receptors (D(1)R) in the brain have been studied in mouse fibroblast Ltk(-) cells cotransfected with human A(1)R and D(1)R cDNAs or with human A(1)R and dopamine D(2) receptor (long-form) (D(2)R) cDNAs and in cortical neurons in culture. A(1)R and D(1)R, but not A(1)R and D(2)R, were found to coimmunoprecipitate in cotransfected fibroblasts. This selective A(1)R/D(1)R heteromerization disappeared after pretreatment with the D(1)R agonist, but not after combined pretreatment with D(1)R and A(1)R agonists. A high degree of A(1)R and D(1)R colocalization, demonstrated in double immunofluorescence experiments with confocal laser microscopy, was found in both cotransfected fibroblast cells and cortical neurons in culture. On the other hand, a low degree of A(1)R and D(2)R colocalization was observed in cotransfected fibroblasts. Pretreatment with the A(1)R agonist caused coclustering (coaggregation) of A(1)R and D(1)R, which was blocked by combined pretreatment with the D(1)R and A(1)R agonists in both fibroblast cells and in cortical neurons in culture. Combined pretreatment with D(1)R and A(1)R agonists, but not with either one alone, substantially reduced the D(1)R agonist-induced accumulation of cAMP. The A(1)R/D(1)R heteromerization may be one molecular basis for the demonstrated antagonistic modulation of A(1)R of D(1)R receptor signaling in the brain. The persistence of A(1)R/D(1)R heteromerization seems to be essential for the blockade of A(1)R agonist-induced A(1)R/D(1)R coclustering and for the desensitization of the D(1)R agonist-induced cAMP accumulation seen on combined pretreatment with D(1)R and A(1)R agonists, which indicates a potential role of A(1)R/D(1)R heteromers also in desensitization mechanisms and receptor trafficking.']",https://hal.science/hal-00122183,"['0.sdv', '1.sdv.neu']"
"['Corinne Blugeon', 'Stéphane Le Crom', 'Laurence Richard', 'Jean-Michel Vallat', 'Patrick Charnay', 'Laurence Decker']","[185000, 13760, 847227]","['corinne-blugeon', 'stephane-le-crom']",Dok4 is involved in Schwann cell myelination and axonal interaction in vitro,hal-02879339,2011,10.1002/glia.21106,,"['The initial interaction between the Schwann cell and the axon is a complex and poorly understood aspect of the myelination process. To investigate the molecular mechanisms involved in this interaction and to identify novel genes required for myelination, we performed an RNA profiling analysis, comparing Schwann cells cultured alone or in the presence of neurons. This led to the selection of 30 genes, mostly upregulated on Schwann cell-axon interaction. Most of the identified proteins are associated with the extracellular space or signal transduction systems, consistent with possible roles in Schwann cell-axon interaction. We performed a functional analysis of one of these genes, Dok4 (downstream of kinase-4), which encodes a membrane-associated tyrosine kinase substrate. Silencing RNA-mediated knock-down of Dok4 severely affected in vitro myelination. Moreover, Dok4 is required at early stages in the myelination process, including the initial interaction with the axon, and is also involved in Schwann cell migration and proliferation. Finally, this analysis establishes the interest of our gene collection in further understanding of the molecular mechanisms involved in Schwann cell-axon interaction.']",https://hal.sorbonne-universite.fr/hal-02879339,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Stéphane Le Crom', 'Frédéric Devaux', 'Philippe Marc', 'Xiaoting Zhang', 'W Scott Moye-Rowley', 'Claude Jacq']","[13760, 918862, 757329]","['stephane-le-crom', 'frederic-devaux']",New insights into the pleiotropic drug resistance network from genome-wide characterization of the YRR1 transcription factor regulation system.,hal-02879362,2002,10.1128/mcb.22.8.2642-2649.2002,,"['Yrr1p is a recently described Zn(2)Cys(6) transcription factor involved in the pleiotropic drug resistance (PDR) phenomenon. It is controlled in a Pdr1p-dependent manner and is autoregulated. We describe here a new genome-wide approach to characterization of the set of genes directly regulated by Yrr1p. We found that the time-course production of an artificial chimera protein containing the DNA-binding domain of Yrr1p activated the 15 genes that are also up-regulated by a gain-of-function mutant of Yrr1p. Gel mobility shift assays showed that the promoters of the genes AZR1, FLR1, SNG1, YLL056C, YLR346C, and YPL088W interacted with Yrr1p. The putative consensus Yrr1p binding site deduced from these experiments, (T/A)CCG(C/T)(G/T)(G/T)(A/T)(A/T), is strikingly similar to the PDR element binding site sequence recognized by Pdr1p and Pdr3p. The minor differences between these sequences are consistent with Yrr1p and Pdr1p and Pdr3p having different sets of target genes. According to these data, some target genes are directly regulated by Pdr1p and Pdr3p or by Yrr1p, whereas some genes are indirectly regulated by the activation of Yrr1p. Some genes, such as YOR1, SNQ2, and FLR1, are clearly directly controlled by both classes of transcription factor, suggesting an important role for the corresponding membrane proteins.']",https://hal.sorbonne-universite.fr/hal-02879362,"['0.sdv', '1.sdv.bbm', '2.sdv.bbm.gtp', '0.sdv', '1.sdv.bibs']"
"['Stéphane Le Crom', 'Delphine Prou', 'Philippe Vernier']","[13760, 748114]","['stephane-le-crom', 'philippe-vernier']",Autocrine activation of adenosine A1 receptors blocks D1A but not D1B dopamine receptor desensitization.,hal-00122159,2002,10.1046/j.1471-4159.2002.01115.x,,"['Adenosine is known to modulate dopamine responses in several brain areas. Here, we show that tonic activation of adenosine receptors is able to impede desensitization of D1 dopamine receptors. As measured by cAMP accumulation in transfected COS-7 cells, long-term exposure to dopamine agonists promoted desensitization of D1B receptor but not that of D1A receptor. The inability of D1A receptor to desensitize was a result of the adenosine present in culture medium acting through activation of adenosine A1 receptors. Cell incubation with either adenosine deaminase, CGS-15943, a generic adenosine receptor antagonist, or the A1 antagonist DPCPX restored the long-term desensitization time-course of D1A receptors. In Ltk cells stably expressing A1 adenosine receptors and D1A dopamine receptors, pre-treatment of cells with R(-)-PIA, a full A1 receptor agonist, did not significantly inhibit the acute increase in cAMP levels induced by D1 receptor agonists, but blocked desensitization of D1A receptors. However, simultaneous activation of A1 and D1A receptors promoted a delayed D1A receptor desensitization. This suggests that functional interaction between A1 and D1A receptors may depend on the activation kinetics of components regulating D1 receptor responses, acting differentially on D1A and D1B receptors.']",https://hal.science/hal-00122159,"['0.sdv', '1.sdv.neu']"
